"loadTime","docTime","fullyLoaded","bytesOut","bytesOutDoc","bytesIn","bytesInDoc","requests","requestsFull","requestsDoc","responses_200","responses_404","responses_other","result","testStartOffset","cached","optimization_checked","main_frame","loadEventStart","loadEventEnd","domContentLoadedEventStart","domContentLoadedEventEnd","URL","connections","final_base_page_request","final_base_page_request_id","final_url","firstPaint","firstContentfulPaint","firstMeaningfulPaint","firstImagePaint","domInteractive","renderBlockingCSS","renderBlockingJS","TTFB","basePageSSLTime","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","score_progressive_jpeg","gzip_total","gzip_savings","minify_total","minify_savings","image_total","image_savings","base_page_cdn","cpu.UpdateLayerTree","cpu.EventDispatch","cpu.CommitLoad","cpu.EvaluateScript","cpu.v8.compile","cpu.ResourceFetcher::requestResource","cpu.ParseHTML","cpu.ParseAuthorStyleSheet","cpu.UpdateLayoutTree","cpu.Layout","cpu.ResourceChangePriority","cpu.IntersectionObserverController::computeIntersections","cpu.Paint","cpu.largestContentfulPaint::Candidate","cpu.HitTest","cpu.FunctionCall","cpu.MarkDOMContent","cpu.MarkLoad","cpu.MinorGC","cpu.V8.GC_HEAP_PROLOGUE","cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE","cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_SCAVENGER","cpu.V8.GC_TIME_TO_SAFEPOINT","cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT","cpu.V8.GC_SCAVENGER_SCAVENGE","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY","cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS","cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS","cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE","cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS","cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET","cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_HEAP_EXTERNAL_WEAK_GLOBAL_HANDLES","cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT","cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE","cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE","cpu.V8.GC_HEAP_EPILOGUE","cpu.V8.GC_MC_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.MajorGC","cpu.TimerFire","cpu.XHRReadyStateChange","cpu.v8.compileModule","cpu.XHRLoad","cpu.v8.evaluateModule","cpu.FireAnimationFrame","cpu.V8.GC_MC_INCREMENTAL_START","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_EPILOGUE","cpu.V8.GC_MC_INCREMENTAL","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_TRACING","cpu.V8.GC_MC_INCREMENTAL_FINALIZE","cpu.V8.GC_MC_INCREMENTAL_FINALIZE_BODY","cpu.V8.GC_MARK_COMPACTOR","cpu.V8.GC_MC_PROLOGUE","cpu.V8.GC_MC_MARK","cpu.V8.GC_MC_MARK_FINISH_INCREMENTAL","cpu.V8.GC_MC_MARK_ROOTS","cpu.V8.GC_MC_MARK_MAIN","cpu.V8.GC_MC_MARK_WEAK_CLOSURE","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING_CLOSURE","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON_MARKING","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_HANDLES","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_ROOTS","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_HARMONY","cpu.V8.GC_MC_CLEAR","cpu.V8.GC_MC_CLEAR_STRING_TABLE","cpu.V8.GC_MC_CLEAR_FLUSHABLE_BYTECODE","cpu.V8.GC_MC_CLEAR_FLUSHED_JS_FUNCTIONS","cpu.V8.GC_MC_CLEAR_WEAK_LISTS","cpu.V8.GC_MC_CLEAR_MAPS","cpu.V8.GC_MC_CLEAR_WEAK_REFERENCES","cpu.V8.GC_MC_CLEAR_WEAK_COLLECTIONS","cpu.V8.GC_MC_SWEEP","cpu.V8.GC_MC_EVACUATE","cpu.V8.GC_MC_EVACUATE_PROLOGUE","cpu.V8.GC_MC_EVACUATE_COPY","cpu.V8.GC_MC_EVACUATE_COPY_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_TO_NEW_ROOTS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_SLOTS_MAIN","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_WEAK","cpu.V8.GC_MC_EVACUATE_REBALANCE","cpu.V8.GC_MC_EVACUATE_CLEAN_UP","cpu.V8.GC_MC_EVACUATE_EPILOGUE","cpu.V8.GC_MC_FINISH","cpu.V8.GC_MC_FINISH_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_MC_EPILOGUE","cpu.V8.GC_HEAP_EMBEDDER_TRACING_EPILOGUE","cpu.Idle","tester","start_epoch","osVersion","os_version","browserVersion","browser_version","date","document_URL","document_hostname","document_origin","domElements","domComplete","PerformancePaintTiming.first-paint","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","base_page_cname","base_page_dns_server","browser_name","eventName","test_run_time_ms","lastVisualChange","render","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","SpeedIndex","chromeUserTiming.navigationStart","chromeUserTiming.redirectStart","chromeUserTiming.redirectEnd","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.commitNavigationEnd","chromeUserTiming.domLoading","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.LayoutShift","chromeUserTiming.firstImagePaint","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","chromeUserTiming.LargestTextPaint","chromeUserTiming.LargestContentfulPaint","chromeUserTiming.LargestImagePaint","chromeUserTiming.TotalLayoutShift","chromeUserTiming.CumulativeLayoutShift","maxFID","TTIMeasurementEnd","LastInteractive","TotalBlockingTime","testID","run","step","effectiveBps","domTime","aft","titleTime","domLoading","server_rtt","error","edge-processed","LargestContentfulPaintType","LargestContentfulPaintNodeType","effectiveBpsDoc","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","cpu.V8.GC_MC_COMPLETE_SWEEPING","cpu.V8.CheckMemoryPressure","cpu.V8.GC_MC_MARK_EMBEDDER_PROLOGUE","chromeUserTiming.markAsMainFrame","FirstInteractive","FirstCPUIdle","TimeToInteractive","cpu.V8.GC_MC_INCREMENTAL_LAYOUT_CHANGE","cpu.FireIdleCallback","cpu.v8.produceCache","LargestContentfulPaintImageURL","cpu.ScrollLayer","userTime.sentry-tracing-init","userTime","userTime.addthis.render_toolbox","userTime.addthis.render_layers_sharetoolbox","cpu.V8.ExternalMemoryPressure","userTime.Zone","userTime.Zone_ZoneAwarePromise","userTime.Zone_toString","userTime.Zone_util","userTime.Zone_legacy","userTime.Zone_registerElement","userTime.Zone_EventTargetLegacy","userTime.Zone_timers","userTime.Zone_requestAnimationFrame","userTime.Zone_blocking","userTime.Zone_EventTarget","userTime.Zone_on_property","userTime.Zone_customElements","userTime.Zone_XHR","userTime.Zone_geolocation","userTime.Zone_PromiseRejectionEvent","userTimingMeasure.Zone","userTimingMeasure.Zone_ZoneAwarePromise","userTimingMeasure.Zone_toString","userTimingMeasure.Zone_util","userTimingMeasure.Zone_legacy","userTimingMeasure.Zone_registerElement","userTimingMeasure.Zone_EventTargetLegacy","userTimingMeasure.Zone_timers","userTimingMeasure.Zone_requestAnimationFrame","userTimingMeasure.Zone_blocking","userTimingMeasure.Zone_EventTarget","userTimingMeasure.Zone_on_property","userTimingMeasure.Zone_customElements","userTimingMeasure.Zone_XHR","userTimingMeasure.Zone_geolocation","userTimingMeasure.Zone_PromiseRejectionEvent","chromeUserTiming.InteractiveTime","axe_failed","userTimingMeasure.Next.js-before-hydration","userTimingMeasure.Next.js-hydration","userTime.cs-start-tag","userTime.cs-start-boot","userTime.cs-step2-boot","userTime.cs-end-boot","userTimingMeasure.cs-measure-boot","userTime.beforeRender","userTime.afterRender",
"7920","7920","8995","130364","119889","4045102","4027743","69","69","64","67","0","2","0","0","0","1","DEC577B86E38114C100EC889D5E3C434","7920","8067","3144","3155","https://customs.gov.sg","29","1","9A9985555FB537726647F9566E92A2D9-1","https://www.customs.gov.sg/","2068.6000000015","2069","2069","3050","3143","3","1","1111","9","49","75","99","-1","100","-1","-1","98","-1","0","979132","11044","-1","-1","3023790","75460","KeyCDN","56","94","0","1674","648","181","64","119","140","173","0","4","22","0","7","1092","0","0","0","0","0","0","0","0","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","45","5","2","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4603","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338191.7492","","","95.0.4638.74","95.0.4638.74","1652338204.3119","https://www.customs.gov.sg/","www.customs.gov.sg","https://www.customs.gov.sg","598","7913","2068.6000000015","2068.6000000015","","","ns3.gdnsec.com","android - chrome","Step_1","23748","3121","2103","2103","2103","3094","3121","3121","2183","0","21","525","525","1175","1222","1222","1225","1235","2068","2068","2068","2068","2984","3050","3144","3144","3155","7913","7920","8067","2069","2069","3863","0.0165382737","0.0165382737","1101","12325","12316","2605","220512_MG_2","1","1","513077","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","H6","591532","11995","3","57032","876216","30","2771864","45185","6","267473","3037384","13","3056598","0","0","0","67404","4","67404","0","0","0","6918","13","25662","220512_MG_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"10299","0","10299","2089","0","0","0","1","1","0","0","0","1","0","0","0","1","65459F2ED75DDC0FFA44B73029E6FBBB","0","0","10659","10659","https://code.gov.sg","1","","","","0","","","","10659","0","0","0","","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","-1","0","0","","0","0","","","","","","","","","","","","","","","","","","0","0","","","0","0","","","","","","","","","","0","0","0","0","0","","0","","","","","","","37","5","1","0","9","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","10236","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338230.1383","","","95.0.4638.74","95.0.4638.74","1652338242.7055","","","","","","","","","","","android - chrome","Step_1","16764","7165","7165","7165","7165","7165","7165","7165","7165","10654","","","18","10755","10680","10680","10685","10686","","","","","","","10659","10659","10659","10660","","","","","","0","0","0","10765","7165","0","220512_2A_3","1","1","","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","220512_2A_3","5","0","0","10683","10659","10659","10659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2745","2745","3031","52472","47243","1421083","1406207","29","29","26","28","1","0","0","0","0","1","392F5460B4D2C33B45CBCEEC236CF12F","2745","2745","1774","1774","https://redeem.gov.sg","12","0","090C4481AE098321029773D97785A1C0","https://redeem.gov.sg/","1814.3999999985","1814","1814","1814","1774","3","0","862","14","17","100","100","-1","100","-1","-1","100","-1","-1","253456","0","-1","-1","1054521","0","Cloudflare, Fastly","69","3","0","30","42","72","37","40","104","150","0","9","54","0","2","36","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","2378","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338260.5549","","","95.0.4638.74","95.0.4638.74","1652338273.1396","https://redeem.gov.sg/","redeem.gov.sg","https://redeem.gov.sg","191","2745","1814.3999999985","1814.3999999985","","","magali.ns.cloudflare.com","android - chrome","Step_1","13911","2052","1828","1828","1828","1828","2052","2052","1834","0","","","18","939","961","961","971","972","1814","1814","1814","1814","2007","1814","1774","1774","1774","2745","2745","2745","1814","1814","2041","0.0399987052","0.0399987052","15","6243","2165","24","220512_YR_4","1","1","655178","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","H1","746790","9040","2","24197","37873","2","113906","19899","3","102676","1244455","20","1379170","0","0","0","109816","2","109816","0","0","0","0","0","0","220512_YR_4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"21525","21525","27205","315632","280949","2424126","2319939","112","112","103","108","0","4","0","0","0","1","7ED494C977EA6C4EEDD6545896D4B4B0","21525","21545","14534","14546","https://mytax.iras.gov.sg","24","1","9574B1CBACDE8C2F408FBF3349C3897D-1","https://mytax.iras.gov.sg/ESVWeb/default.aspx","14495.700000003","14496","14496","14496","14533","14","9","10099","","23","85","82","-1","100","-1","-1","100","-1","100","1923712","365280","-1","-1","331191","0","Akamai","42","41","0","1367","1132","250","94","109","198","198","0","8","43","0","6","2984","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","4","145","37","3","7","12","12","1","0","0","0","5","1","0","0","3","0","0","0","0","35","0","0","10","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","1","0","0","1","20421","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338288.2691","","","95.0.4638.74","95.0.4638.74","1652338301.3335","https://mytax.iras.gov.sg/ESVWeb/default.aspx","mytax.iras.gov.sg","https://mytax.iras.gov.sg","671","21499","14495.700000003","14495.700000003","a104-120-82-197.deploy.static.akamaitechnologies.com","","pch.sgzones.sg","android - chrome","Step_1","43808","18615","7959","14911","14911","14911","18615","18615","14939","0","24","943","943","10132","10213","10213","10220","10222","14495","14495","14495","14495","16581","14495","14533","14534","14546","21499","21525","21545","14904","14904","18604","0.572671247","0.5541172804","0","30228","22351","0","220512_4V_5","1","1","141712","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","SPAN","203040","22391","4","106741","1636687","47","4842714","124318","17","473075","331864","24","331847","0","0","0","208032","3","208032","0","0","0","1156","16","1192","220512_4V_5","1","","0","","14546","14546","14546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"5774","5774","6514","137724","130326","12394469","12382890","66","66","63","53","0","13","0","0","0","1","0D67C535037D58BA0EEC0D9A495356E7","5774","5824","1516","1519","https://www.pmo.gov.sg","15","0","C213CFE1F46DC413350B37411CBA5D98","https://www.pmo.gov.sg/","1233.200000003","6678","6678","6678","1516","4","1","397","12","44","98","100","-1","100","-1","-1","56","-1","6","12369631","0","-1","-1","11872590","5277299","Amazon CloudFront","113","33","0","562","293","149","38","62","137","226","0","14","56","0","0","632","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","","36","2","4","0","15","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4109","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338347.3925","","","95.0.4638.74","95.0.4638.74","1652338360.3356","https://www.pmo.gov.sg/","www.pmo.gov.sg","https://www.pmo.gov.sg","410","5774","1233.200000003","6677.6000000015","server-13-35-169-61.fjr50.r.cloudfront.net","","ns-1317.awsdns-36.org","android - chrome","Step_1","24437","10846","6590","8018","8110","8419","10846","10846","7123","0","","","20","435","448","448","450","451","1233","6677","1233","6677","","6677","1516","1517","1519","5774","5774","5825","6472","6472","6472","0","0","0","8379","6590","0","220512_GY_6","1","1","2026233","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","text","H1","2302936","10097","14","42673","418361","23","1443202","49252","5","229129","11862267","14","12011935","0","0","0","42602","4","46624","0","0","0","313","5","367","220512_GY_6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"21138","21138","34918","560231","405974","9638850","6837890","243","243","178","234","1","8","0","0","0","1","ED76EB9783C58168C76F64A025D41792","21137","21746","3825","3836","https://www.reach.gov.sg","37","0","E257F1E9040636EA5E428CE83ADBE445","https://www.reach.gov.sg/","2380.8000000045","2381","2381","2381","2526","4","12","1109","5","79","100","97","-1","100","-1","-1","91","-1","14","3364244","127518","-1","-1","3230589","315177","Akamai","1700","345","2","5003","2786","828","143","169","808","574","1","143","483","0","63","6082","0","0","2","0","0","0","2","0","0","1","0","0","137","0","0","0","0","0","0","1","2","0","1","0","1","272","82","5","4","16","413","26","1","1","0","27","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","8","7","0","13","0","0","0","0","0","0","0","0","0","1","14709","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338385.9612","","","95.0.4638.74","95.0.4638.74","1652338398.86","https://www.reach.gov.sg/","www.reach.gov.sg","https://www.reach.gov.sg","911","21137","2380.8000000045","2380.8000000045","a96-6-33-81.deploy.static.akamaitechnologies.com","","ns12.gdnsec.com","android - chrome","Step_1","67692","36948","2392","36504","36504","36948","36948","36948","22770","0","","","18","1196","1214","1214","1227","1228","2380","2380","2380","2380","7497","2380","2526","3825","3836","21137","21138","21746","7370","7370","7370","0.1230305498","0.1029260956","1538","38389","35302","13109","220512_BH_7","1","1","285097","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","341399","181129","14","628610","3062738","107","9982229","91657","11","710484","3234934","81","3238178","0","0","0","202316","7","202316","2853441","3","2853441","7205","19","29363","220512_BH_7","0","","","","","","","0","8","20","https://www.reach.gov.sg/-/media/REACH/Reach-Images/Home/Banners/White-Paper-on-Singapore-Womens-Development-Carousel-Mobile2.ashx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"12497","12497","13586","457578","451737","2827711","2810664","238","238","235","235","0","3","0","0","0","1","D9868654041FA81B14E3607929639D90","12497","12544","6906","7155","https://www.onemap.gov.sg","12","0","D2ACA28C9DFEF52142CFD9FC527D4B93","https://www.onemap.gov.sg/","9554.8999999985","9555","9555","9699","6906","24","41","724","6","7","93","100","-1","100","-1","-1","100","-1","0","2029574","0","-1","-1","932226","4078","","66","6","0","1237","2083","616","144","171","291","92","2","5","33","0","5","2725","0","0","1","0","0","0","2","0","3","0","1","1","62","0","1","0","0","0","0","0","0","0","0","0","1","47","7","3","4","15","9","29","0","0","0","15","7","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","5","2","1","5","0","3","0","0","0","0","12","0","0","2","5864","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338468.8833","","","95.0.4638.74","95.0.4638.74","1652338482.4549","https://www.onemap.gov.sg/main/v2/","www.onemap.gov.sg","https://www.onemap.gov.sg","844","12497","9554.8999999985","9554.8999999985","ec2-13-229-12-61.ap-southeast-1.compute.amazonaws.com","","a2-65.akam.net","android - chrome","Step_1","37113","12760","9560","10602","10907","11459","11966","12760","10039","0","","","24","785","829","829","834","835","9554","9554","9554","9554","12554","9699","6906","6906","7155","12497","12497","12543","9555","10586","10586","0.1992531699","0.1714285714","411","16924","12651","615","220512_41_8","1","1","219850","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","DIV","238738","15991","3","121377","1678940","137","7548649","155741","46","922489","930102","41","930089","0","0","0","45684","2","45684","0","0","0","1253","9","2356","220512_41_8","0","","","","","","","","","","https://web-static.onemap.sg/images/main/carousel/mobileTut01.png","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"8138","8138","8540","175019","165011","2440459","2438469","54","54","51","51","0","3","0","0","0","1","7F04D7E869DE3C2CAB3342D648C318C1","8138","8171","5619","5636","https://www.ntp.gov.sg","17","2","6399CC78594ABD71E529B5C913F49F51-2","https://www.ntp.gov.sg/home/","4347","4347","4347","4347","5617","1","0","3114","","38","98","100","-1","100","-1","-1","83","-1","57","630827","0","-1","-1","1745451","300440","Akamai","89","17","1","799","485","135","42","75","152","145","0","17","187","0","1","673","0","0","2","0","0","0","0","0","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","16","3","4","0","19","7","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","1","0","0","0","0","0","0","6","0","0","0","5614","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338520.8177","","","95.0.4638.74","95.0.4638.74","1652338534.1777","https://www.ntp.gov.sg/home/","www.ntp.gov.sg","https://www.ntp.gov.sg","582","8137","4347","4347","a23-10-40-229.deploy.static.akamaitechnologies.com","","ns9.gdnsec.com","android - chrome","Step_1","25559","11132","4369","6389","6528","6528","6900","6900","5242","0","20","2428","2428","3198","3246","3246","3249","3260","4347","4347","4347","4347","7188","4347","5617","5619","5636","8137","8138","8171","4347","6491","6491","0.2074554099","0.2074554099","566","11859","8253","1151","220512_5B_9","1","1","449771","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","image","IMG","485364","12375","3","56468","548182","20","2185161","69280","2","476952","1765641","17","1765624","0","0","0","42608","3","42608","0","0","0","385","8","445","220512_5B_9","1","","","","","","","","","","https://www.ntp.gov.sg/-/media/ntp/images/unified-trade-portal/pictures/home/carousel/one-stop-trade-platform.ashx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"4055","4055","5039","60549","46128","1214783","1214039","30","30","24","29","0","1","0","0","0","1","7AF90176634546BB3D36DC8821E9329C","4055","4055","3828","3831","https://homer.gov.sg","13","0","CAA5AAE8D81624BCC5434ECB2A292094","https://homer.gov.sg/","2394.5","2394","2394","2530","3828","2","1","1403","6","86","100","95","-1","100","-1","-1","100","-1","-1","218276","11044","-1","-1","983265","0","Cloudflare","22","4","0","515","141","81","46","55","56","106","0","2","14","0","1","116","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","3","3","","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","3859","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338561.9305","","","95.0.4638.74","95.0.4638.74","1652338575.0331","https://homer.gov.sg/","homer.gov.sg","https://homer.gov.sg","348","4054","2394.5","2394.5","","","grace.ns.cloudflare.com","android - chrome","Step_1","18629","6576","2413","3516","3516","6576","6576","6576","2840","0","","","25","1465","1514","1514","1519","1521","2394","2394","2394","2394","3211","2529","3828","3828","3831","4054","4055","4055","2394","3494","3494","0.0076544745","0.0076544745","438","5396","4034","529","220512_G8_A","1","1","334098","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","SECTION","457782","6008","1","29999","143534","10","437990","29366","2","199666","996859","11","1016090","0","0","0","38356","2","38356","0","0","0","11","3","11","220512_G8_A","","","","","","","","","","","https://d33wubrfki0l68.cloudfront.net/31cfa71639ec5882824a40665a21d8b3c54779c0/76f83/images/hero-banner.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"10086","10086","11622","148082","128148","728452","690466","69","69","61","66","1","2","0","0","0","1","BD07314B7D567237326FEFF6BC92B66A","10086","10113","4853","4858","https://www.sgdi.gov.sg","14","1","A594A257A6BD82988C40424C3AE44820-1","https://www.sgdi.gov.sg/ministries","4266.1000000015","4266","4594","4836","4533","0","3","2575","","26","95","98","-1","100","-1","-1","77","-1","-1","503095","13253","-1","-1","61076","14398","Akamai","61","84","0","502","296","185","204","253","225","160","0","3","38","0","8","1150","0","0","0","0","0","0","0","0","0","0","1","1","52","0","1","0","0","1","0","0","6","0","0","0","0","50","3","3","0","25","8","12","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","","0","2","0","","0","0","0","0","0","0","0","2","8267","rumaisa-HP-ProDesk-400-G5-MT-10.103.73.27","1652338594.89","","","95.0.4638.74","95.0.4638.74","1652338608.3858","https://www.sgdi.gov.sg/ministries","www.sgdi.gov.sg","https://www.sgdi.gov.sg","535","10086","4266.1000000015","4266.1000000015","a23-200-142-96.deploy.static.akamaitechnologies.com","","a9-65.akam.net","android - chrome","Step_1","28437","9798","4288","7103","7103","9618","9798","9798","5381","0","16","1456","1456","2648","2663","2663","2668","2669","4265","4265","4265","4593","7143","4836","4532","4853","4858","10086","10086","10113","7077","4992","4992","0.0043574145","0.0035337921","1754","13142","10461","2145","220512_1P_B","1","1","80518","0","0","0","0","0","Unhandled exception running test: '>=' not supported between instances of 'NoneType' and 'float'","1","background-image","DIV","91927","57243","3","128314","285482","32","1071147","130457","12","971133","62474","8","63979","0","0","0","184216","5","184216","0","0","0","3150","8","3209","220512_1P_B","","","","","","","","0","","","https://www.sgdi.gov.sg/html/Sgdi/img/ui/header-subscribe.webp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
